1567365891,mars,75.911
1567365892,mars,64.221
1567365893,mars,65.049
1567365894,mars,55.328
1567365895,mars,61.584
1567365896,mars,74.293
1567365897,mars,59.064
1567365898,mars,64.944
1567365899,mars,58.762
1567365900,mars,74.592
1567365901,mars,59.807
1567365902,mars,52.362
1567365903,mars,76.967
1567365905,mars,59.493
1567365906,mars,56.625
1567365907,mars,72.632
1567365908,mars,69.412
1567365909,mars,59.971
1567365910,mars,66.515
1567365911,mars,64.104
1567365912,mars,72.805
1567365913,mars,63.599
1567365914,mars,61.541
1567365915,mars,63.128
1567365916,mars,57.383
1567365917,mars,68.079
1567365918,mars,59.117
1567365919,mars,58.413
1567365920,mars,74.994
1567365921,mars,53.374
1567365922,mars,61.898
1567365923,mars,59.672
1567365924,mars,71.217
1567365925,mars,55.538
1567365926,mars,69.392
1567365927,mars,63.878
1567365928,mars,57.317
1567365929,mars,65.077
1567365930,mars,64.548
1567365931,mars,61.322
1567365932,mars,68.784
1567365933,mars,72.28
1567365934,mars,60.471
1567365935,mars,73.09
1567365936,mars,63.234
1567365937,mars,67.367
1567365938,mars,64.074
1567365939,mars,69.475
1567365940,mars,68.022
1567365941,mars,67.357
1567365942,mars,72.099
1567365943,mars,52.626
1567365944,mars,59.746
1567365945,mars,69.291
1567365946,mars,69.868
1567365947,mars,64.219
1567365948,mars,59.569
1567365949,mars,84.975
1567365950,mars,74.984
1567365951,mars,63.4
1567365952,mars,62.685
1567365953,mars,59.641
1567365954,mars,67.494
1567365955,mars,62.551
1567365956,mars,60.204
1567365957,mars,67.254
1567365958,mars,64.078
1567365959,mars,69.414
1567365960,mars,61.425
1567365961,mars,63.916
1567365962,mars,68.627
1567365963,mars,68.453
1567365964,mars,64.569
1567365965,mars,51.272
1567365966,mars,62.261
1567365967,mars,63.6
1567365968,mars,55.094
1567365969,mars,72.957
1567365970,mars,60.548
1567365971,mars,65.108
1567365972,mars,65.498
1567365973,mars,68.789
1567365974,mars,66.252
1567365975,mars,75.122
1567365976,mars,60.291
1567365977,mars,69.06
1567365978,mars,73.765
1567365979,mars,60.841
1567365980,mars,57.093
1567365981,mars,70.999
1567365982,mars,62.78
1567365983,mars,54.462
1567365984,mars,69.207
1567365985,mars,62.844
1567365986,mars,61.335
1567365987,mars,65.11
1567365988,mars,61.449
1567365989,mars,59.825
1567365990,mars,61.99
1567365991,mars,66.361
1567365992,mars,75.752
1567365993,mars,72.6
1567365994,mars,61.033
1567365995,mars,48.986
1567365996,mars,63.567
1567365997,mars,78.695
1567365998,mars,55.874
1567365999,mars,71.801
1567366000,mars,71.21
1567366001,mars,60.878
1567366002,mars,63.709
1567366003,mars,68.94
1567366004,mars,58.711
1567366005,mars,69.01
1567366006,mars,59.044
1567366007,mars,66.875
1567366008,mars,54.61
1567366009,mars,59.052
1567366010,mars,68.181
1567366011,mars,61.658
1567366012,mars,67.226
1567366013,mars,69.449
1567366014,mars,70.513
1567366015,mars,51.051
1567366016,mars,56.271
1567366017,mars,69.167
1567366018,mars,69.436
1567366019,mars,60.704
1567366020,mars,71.262
1567366021,mars,64.036
1567366022,mars,66.482
1567366023,mars,65.54
1567366024,mars,62.432
1567366025,mars,68.421
1567366026,mars,72.492
1567366027,mars,77.905
1567366028,mars,74.47
1567366029,mars,78.645
1567366030,mars,72.186
1567366031,mars,73.233
1567366032,mars,77.917
1567366033,mars,78.267
1567366034,mars,58.47
1567366035,mars,63.197
1567366036,mars,66.439
1567366037,mars,67.733
1567366038,mars,69.798
1567366039,mars,54.513
1567366040,mars,67.439
1567366041,mars,73.126
1567366042,mars,78.11
1567366043,mars,67.317
1567366044,mars,62.618
1567366045,mars,59.311
1567366046,mars,75.667
1567366047,mars,75.282
1567366048,mars,80.512
1567366049,mars,64.427
1567366050,mars,58.813
1567366051,mars,66.18
1567366052,mars,65.207
1567366053,mars,72.366
1567366054,mars,54.23
1567366055,mars,72.976
1567366056,mars,66.79
1567366057,mars,64.583
1567366058,mars,67.241
1567366059,mars,60.718
1567366060,mars,70.06
1567366061,mars,66.328
1567366062,mars,60.692
1567366063,mars,56.233
1567366064,mars,70.742
1567366065,mars,61.316
1567366066,mars,69.368
1567366067,mars,68.197
1567366068,mars,63.563
1567366069,mars,58.251
1567366070,mars,63.513
1567366071,mars,64.385
1567366072,mars,70.44
1567366073,mars,76.3
1567366074,mars,69.473
1567366075,mars,68.883
1567366076,mars,57.929
1567366077,mars,57.516
1567366078,mars,69.184
1567366079,mars,71.738
1567366081,mars,58.869
1567366082,mars,68.163
1567366083,mars,71.473
1567366084,mars,63.963
1567366085,mars,61.07
1567366086,mars,59.686
1567366087,mars,56.207
1567366088,mars,79.707
1567366089,mars,59.696
1567366090,mars,64.519
1567366091,mars,68.455
1567366092,mars,67.236
1567366093,mars,67.891
1567366094,mars,58.986
1567366095,mars,64.197
1567366096,mars,64.771
1567366097,mars,66.686
1567366098,mars,70.787
1567366099,mars,70.941
1567366100,mars,65.138
1567366101,mars,68.88
1567366102,mars,68.365
1567366103,mars,61.11
1567366104,mars,69.147
1567366105,mars,62.494
1567366106,mars,64.307
1567366107,mars,65.343
1567366108,mars,69.988
1567366109,mars,66.471
1567366110,mars,64.721
1567366111,mars,61.798
1567366112,mars,67.846
1567366113,mars,71.387
1567366114,mars,64.884
1567366115,mars,70.537
1567366116,mars,69.923
1567366117,mars,64.969
1567366118,mars,64.651
1567366119,mars,56.197
1567366120,mars,60.077
1567366121,mars,67.906
1567366122,mars,60.567
1567366123,mars,68.896
1567366124,mars,70.643
1567366125,mars,67.235
1567366126,mars,57.992
1567366127,mars,70.197
1567366128,mars,63.611
1567366129,mars,57.351
1567366130,mars,54.424
1567366131,mars,60.968
1567366132,mars,61.648
1567366133,mars,64.972
1567366134,mars,61.412
1567366135,mars,65.985
1567366136,mars,67.793
1567366137,mars,71.204
1567366138,mars,72.101
1567366139,mars,64.69
1567366140,mars,64.178
1567366141,mars,58.348
1567366142,mars,72.351
1567366143,mars,63.606
1567366144,mars,71.257
1567366145,mars,68.371
1567366146,mars,76.447
1567366147,mars,58.799
1567366148,mars,76.669
1567366149,mars,56.116
1567366150,mars,68.593
1567366151,mars,59.237
1567366152,mars,64.277
1567366153,mars,70.698
1567366154,mars,64.467
1567366155,mars,66.674
1567366156,mars,62.562
1567366157,mars,67.534
1567366158,mars,53.972
1567366159,mars,74.859
1567366160,mars,69.93
1567366161,mars,58.955
1567366162,mars,63.279
1567366163,mars,71.643
1567366164,mars,71.647
1567366165,mars,69.534
1567366166,mars,62.908
1567366167,mars,72.653
1567366168,mars,61.455
1567366169,mars,62.555
1567366170,mars,58.419
1567366171,mars,81.368
1567366172,mars,67.618
1567366173,mars,67.492
1567366174,mars,58.158
1567366175,mars,53.939
1567366176,mars,62.828
1567366177,mars,53.787
1567366178,mars,67.043
1567366179,mars,78.048
1567366180,mars,60.074
1567366181,mars,64.63
1567366182,mars,61.185
1567366183,mars,59.206
1567366184,mars,65.699
1567366185,mars,68.79
1567366186,mars,62.636
1567366187,mars,76.221
1567366188,mars,62.438
1567366189,mars,66.247
1567366190,mars,69.972
1567366191,mars,66.71
1567366192,mars,66.158
1567366193,mars,62.209
1567366194,mars,72.01
1567366195,mars,67.541
1567366196,mars,57.566
1567366197,mars,65.749
1567366198,mars,70.079
1567366199,mars,67.043
1567366200,mars,59.759
1567366201,mars,60.255
1567366202,mars,65.338
1567366203,mars,60.618
1567366204,mars,65.214
1567366205,mars,67.474
1567366206,mars,59.469
1567366207,mars,71.021
1567366208,mars,61.088
1567366209,mars,69.596
1567366210,mars,85.63
1567366211,mars,73.511
1567366212,mars,63.401
1567366213,mars,64.755
1567366214,mars,62.877
1567366215,mars,67.81
1567366216,mars,67.363
1567366217,mars,79.589
1567366218,mars,66.795
1567366219,mars,63.228
1567366220,mars,62.107
1567366221,mars,70.34
1567366222,mars,60.712
1567366223,mars,63.976
1567366224,mars,74.755
1567366225,mars,67.848
1567366226,mars,63.196
1567366227,mars,65.963
1567366228,mars,63.182
1567366229,mars,61.905
1567366230,mars,67.622
1567366231,mars,71.418
1567366232,mars,63.041
1567366233,mars,53.287
1567366234,mars,62.766
1567366235,mars,69.833
1567366236,mars,73.385
1567366237,mars,59.763
1567366238,mars,60.262
1567366239,mars,56.815
1567366240,mars,60.119
1567366241,mars,75.836
1567366242,mars,80.545
1567366243,mars,54.624
1567366244,mars,73.05
1567366245,mars,63.799
1567366246,mars,73.341
1567366247,mars,71.468
1567366248,mars,61.413
1567366249,mars,59.511
1567366250,mars,64.837
1567366251,mars,65.86
1567366252,mars,69.854
1567366254,mars,56.426
1567366255,mars,56.587
1567366256,mars,68.817
1567366257,mars,70.553
1567366258,mars,55.128
1567366259,mars,74.536
1567366260,mars,65.977
1567366261,mars,80.695
1567366262,mars,68.015
1567366263,mars,68.714
1567366264,mars,66.902
1567366265,mars,80.159
1567366266,mars,66.939
1567366267,mars,69.703
1567366268,mars,71.057
1567366269,mars,68.343
1567366270,mars,71.649
1567366271,mars,61.727
1567366272,mars,70.866
1567366273,mars,74.362
1567366274,mars,61.809
1567366275,mars,69.621
1567366276,mars,62.734
1567366277,mars,66.035
1567366278,mars,71.16
1567366279,mars,53.417
1567366280,mars,73.192
1567366281,mars,65.42
1567366282,mars,63.735
1567366283,mars,67.925
1567366284,mars,71.059
1567366285,mars,67.79
1567366286,mars,62.034
1567366287,mars,66.039
1567366288,mars,72.159
1567366289,mars,67.801
1567366290,mars,56.001
1567366291,mars,66.896
1567366292,mars,62.135
1567366293,mars,67.545
1567366294,mars,67.289
1567366295,mars,68.532
1567366296,mars,67.94
1567366297,mars,63.1
1567366298,mars,64.079
1567366299,mars,64.862
1567366300,mars,65.952
1567366301,mars,61.289
1567366302,mars,63.303
1567366303,mars,64.169
1567366304,mars,58.263
1567366305,mars,70.147
1567366306,mars,58.937
1567366307,mars,63.718
1567366308,mars,64.449
1567366309,mars,59.053
1567366310,mars,64.826
1567366311,mars,71.017
1567366312,mars,62.116
1567366313,mars,65.083
1567366314,mars,62.224
1567366315,mars,69.211
1567366316,mars,61.786
1567366317,mars,77.288
1567366318,mars,68.41
1567366319,mars,50.13
1567366320,mars,69.429
1567366321,mars,64.265
1567366322,mars,58.329
1567366323,mars,53.755
1567366324,mars,69.759
1567366325,mars,62.166
1567366326,mars,63.062
1567366327,mars,71.155
1567366328,mars,57.372
1567366329,mars,56.96
1567366330,mars,65.431
1567366331,mars,71.4
1567366332,mars,64.782
1567366333,mars,70.06
1567366334,mars,67.651
1567366335,mars,69.89
1567366336,mars,76.485
1567366337,mars,69.87
1567366338,mars,66.395
1567366339,mars,62.663
1567366340,mars,62.589
1567366341,mars,63.035
1567366342,mars,63.777
1567366343,mars,57.163
1567366344,mars,52.474
1567366345,mars,75.199
1567366346,mars,66.512
1567366347,mars,48.423
1567366348,mars,63.835
1567366349,mars,68.227
1567366350,mars,69.896
1567366351,mars,76.37
1567366352,mars,59.025
1567366353,mars,61.959
1567366354,mars,66.999
1567366355,mars,67.91
1567366356,mars,75.807
1567366357,mars,70.111
1567366358,mars,69.179
1567366359,mars,63.582
1567366360,mars,68.411
1567366361,mars,58.348
1567366362,mars,62.429
1567366363,mars,70.728
1567366364,mars,57.632
1567366365,mars,74.409
1567366366,mars,69.337
1567366367,mars,57.466
1567366368,mars,72.448
1567366369,mars,64.98
1567366370,mars,66.956
1567366371,mars,62.376
1567366372,mars,71.95
1567366373,mars,57.473
1567366374,mars,60.483
1567366375,mars,68.675
