1567365891,earth,1.86
1567365892,earth,0.76
1567365893,earth,1.345
1567365894,earth,0.141
1567365895,earth,2.38
1567365896,earth,2.94
1567365897,earth,0.027
1567365898,earth,1.886
1567365899,earth,0.904
1567365900,earth,0.508
1567365901,earth,1.21
1567365902,earth,0.19
1567365903,earth,0.389
1567365905,earth,0.356
1567365906,earth,0.229
1567365907,earth,0.037
1567365908,earth,2.254
1567365909,earth,0.468
1567365910,earth,0.634
1567365911,earth,0.418
1567365912,earth,1.465
1567365913,earth,0.883
1567365914,earth,0.481
1567365915,earth,0.433
1567365916,earth,0.876
1567365917,earth,1.849
1567365918,earth,0.593
1567365919,earth,0.782
1567365920,earth,0.141
1567365921,earth,0.198
1567365922,earth,0.192
1567365923,earth,0.103
1567365924,earth,0.109
1567365925,earth,0.591
1567365926,earth,0.121
1567365927,earth,1.05
1567365928,earth,0.122
1567365929,earth,0.024
1567365930,earth,0.515
1567365931,earth,0.328
1567365932,earth,1.687
1567365933,earth,0.78
1567365934,earth,0.446
1567365935,earth,0.019
1567365936,earth,0.63
1567365937,earth,0.295
1567365938,earth,1.129
1567365939,earth,0.984
1567365940,earth,0.729
1567365941,earth,0.762
1567365942,earth,1.131
1567365943,earth,0.019
1567365944,earth,0.039
1567365945,earth,1.924
1567365946,earth,0.589
1567365947,earth,0.197
1567365948,earth,1.261
1567365949,earth,0.243
1567365950,earth,1.403
1567365951,earth,1.881
1567365952,earth,1.093
1567365953,earth,0.315
1567365954,earth,0.495
1567365955,earth,0.048
1567365956,earth,1.934
1567365957,earth,0.258
1567365958,earth,1.952
1567365959,earth,1.169
1567365960,earth,0.043
1567365961,earth,0.329
1567365962,earth,1.608
1567365963,earth,0.638
1567365964,earth,0.048
1567365965,earth,0.218
1567365966,earth,1.365
1567365967,earth,1.217
1567365968,earth,0.699
1567365969,earth,0.173
1567365970,earth,0.373
1567365971,earth,0.052
1567365972,earth,0.113
1567365973,earth,0.372
1567365974,earth,0.239
1567365975,earth,0.301
1567365976,earth,0.103
1567365977,earth,0.17
1567365978,earth,0.048
1567365979,earth,0.799
